symbol_a,symbol_b,group,distance,beta,alpha,coint_p,bh_bar,bh_pass,hurst,half_life,sigma_bps,crossings,lots_a,lots_b,notional_a,notional_b,beta_effective,lot_error,lot_size_known,min_notional_for_lot_gate,cost_hard_bps,cost_allin_low_bps,cost_allin_high_bps,cost_coverage,z_today,gate_sigma,gate_half_life,gate_hurst,gate_lot,admitted,mwpl_ban_screen,event_screen
GLENMARK,LUPIN,optics-6,0.8919688738191114,0.7951306147754594,1.5301987564688737,0.5576214064805531,0.050720461095100866,False,0.4320618493657819,14.19192784158959,452.96925007292486,20,1.0,1.0,943125.0,922887.5,0.9785420808482439,0.2306683489033797,True,3400000.0,12.168033797216701,16.817607687210074,26.710318091451292,33.91717376948041,4.2100627302845055,True,False,True,False,False,unchecked,unchecked
SAIL,TATASTEEL,optics-12,4.625636778025367,1.3940907116879353,-2.2561768661601627,0.8692257530579723,0.08443804034582132,False,0.38872910395106486,22.541201173207376,659.7224089991951,13,1.0,3.0,940000.0,1538625.0,1.6368351063829787,0.17412381609022676,True,1700000.0,16.21653590425532,22.413098404255315,35.59727393617021,37.06589499983337,4.025735703069901,True,False,True,False,False,unchecked,unchecked
COFORGE,MPHASIS,optics-18,1.4024144483088385,1.2318069294317595,-2.310589139382623,0.970821384961053,0.09452449567723344,False,0.4498122784829198,129.1057679395642,860.9797001862235,9,1.0,2.0,956935.0,1350250.0,1.4110153772199783,0.14548420170918244,True,2500000.0,14.827744569902867,20.493630706369814,32.548707592469704,52.90407907842185,3.5241887276208272,True,False,True,False,False,unchecked,unchecked
BOSCHLTD,TMPV,optics-11,4.023283728461015,0.22875363586866154,9.18711269305044,0.9904437960603423,0.09971181556195965,False,0.5234542756341388,inf,861.0592471117061,18,1.0,1.0,1216000.0,511039.99999999994,0.4202631578947368,0.8371867896168875,True,1900000.0,8.73461842105263,12.072236842105262,19.173552631578946,89.81739207720292,3.321417655987784,True,False,False,False,False,unchecked,unchecked
JSWSTEEL,TATASTEEL,optics-12,1.5120347271463905,0.5561155776732195,4.178437766010712,0.7054236965378128,0.06772334293948126,False,0.4043380515045848,23.08336006901412,345.6497229558119,21,1.0,1.0,901057.5000000001,512875.0,0.5691923101466887,0.023514414985787793,True,100000.0,9.650532707402135,13.338134636246854,21.184096186980298,32.632945007892054,3.198667016356191,True,False,True,True,False,unchecked,unchecked
COFORGE,KPITTECH,optics-18,9.833472029119926,0.3457876965248362,4.992076294429814,0.9852786831762007,0.09855907780979828,False,0.5141133313375882,inf,1274.9031998771484,14,1.0,1.0,956935.0,472285.0,0.49353926860236064,0.42728984739025316,True,2400000.0,9.185266501904518,12.695083783120065,20.162780126131867,126.4610526823944,3.1276471499083462,True,False,False,False,False,unchecked,unchecked
BOSCHLTD,MARUTI,optics-11,4.436981802011497,0.12915796634448665,9.298034114998929,0.9814048099276201,0.09711815561959655,False,0.5230837573421405,365.9910411784956,877.1747455954512,22,1.0,1.0,1216000.0,668800.0,0.55,3.2583513473187935,True,4300000.0,9.5325,13.175,20.925,83.83988010470262,3.0439715023072718,True,False,False,False,False,unchecked,unchecked
SAIL,VEDL,optics-12,13.853063594894234,0.6006024191215834,1.7504599879636928,0.21243309665802151,0.01959654178674352,False,0.3931376296455511,8.67574873625248,483.9998651897736,23,1.0,2.0,940000.0,662285.0,0.7045585106382979,0.17308636829794394,True,2500000.0,10.483034840425532,14.488747340425531,23.011539893617023,42.065838916241,3.0325193390893532,True,False,True,False,False,unchecked,unchecked
BAJAJ-AUTO,UNOMINDA,optics-11,11.312125385723725,-0.2716823918734321,11.09728818943602,0.9677308574167747,0.09337175792507205,False,0.5051499338440354,51.63307473901117,778.0970673661241,19,1.0,1.0,893250.0,701800.0,-0.7856703050657711,1.8918705391543702,True,2300000.0,10.981872376154492,15.178197593059053,24.106549118387907,64.55482811288074,2.9659300731749965,True,False,False,False,False,unchecked,unchecked
COFORGE,WIPRO,optics-18,3.2960381421090474,0.6578007181570628,3.801245426356851,0.9847127624317626,0.09798270893371758,False,0.5568577136545859,1695.8048716264195,1309.115828206014,12,1.0,1.0,956935.0,542850.0,0.5672799092937347,0.13761129528246338,True,3800000.0,9.638771442156468,13.321879228996744,21.15827877546542,123.74502123717456,2.960297066971078,True,False,False,False,False,unchecked,unchecked
BOSCHLTD,M&M,optics-11,2.932619203602226,0.18585038992572842,9.026723323225964,0.979977928716839,0.09654178674351585,False,0.5269464330172254,295.26459441557364,874.5592993268496,14,1.0,1.0,1216000.0,666800.0,0.5483552631578947,1.950519842207673,True,3100000.0,9.522384868421053,13.161019736842105,20.90279605263158,83.6786903651338,2.9486073728425928,True,False,False,False,False,unchecked,unchecked
MARUTI,UNOMINDA,optics-11,2.362009090238263,0.969954843558072,2.7212836195660763,0.34606100631756065,0.03112391930835735,False,0.36187923682569795,13.411558754419465,533.8138666261567,28,1.0,1.0,668800.0,701800.0,1.049342105263158,0.08184634803602889,True,100000.0,12.603453947368422,17.419407894736842,27.666118421052634,38.58971891192001,-2.935185059568132,True,False,True,True,False,unchecked,unchecked
BOSCHLTD,HEROMOTOCO,optics-11,6.809367500935481,-0.04259793279629372,10.902757612519613,0.9710157200365984,0.09481268011527377,False,0.5288984567653661,135.52408043506125,884.247519947977,12,1.0,1.0,1216000.0,840000.0,-0.6907894736842105,15.216502265206481,True,17700000.0,10.398355263157896,14.371710526315791,22.825657894736842,77.47838191790892,2.907401934665947,True,False,False,False,False,unchecked,unchecked
BAJAJ-AUTO,HEROMOTOCO,optics-11,4.324935189863707,-0.2643771006383845,11.445549643148093,0.8884612034166441,0.0867435158501441,False,0.48431114943241177,46.07002786674602,783.7149594902261,13,1.0,1.0,893250.0,840000.0,-0.9403862300587741,2.5569882103557684,True,5900000.0,11.933375314861461,16.49328295549958,26.195214105793447,59.83649962356263,2.823684392976678,True,False,True,False,False,unchecked,unchecked
ICICIGI,ICICIPRULI,optics-8,1.5686289347392133,0.42980406975785823,4.789388909540247,0.3282764247392722,0.03025936599423631,False,0.375534748302663,12.928406878993377,397.6339401574471,28,2.0,1.0,1015300.0,468050.0,0.4609967497291441,0.07257418476483744,True,800000.0,8.985130010834236,12.418472372697725,19.723456121343446,40.3209191848637,-2.8130742575097787,True,False,True,True,False,unchecked,unchecked
COFORGE,TCS,optics-18,3.271376749981571,0.6354652150335754,2.320913385877777,0.9780316577506128,0.09538904899135447,False,0.5769554601561767,inf,1295.8865891870387,10,1.0,1.0,956935.0,526950.0,0.550664360693255,0.1334468863662977,True,3800000.0,9.53658581826352,13.180647065892668,20.933968869358942,123.80706184041654,2.7536369541990107,True,False,False,False,False,unchecked,unchecked
BOSCHLTD,UNOMINDA,optics-11,1.9227805662459996,0.49870878151117387,7.0050781135497155,0.9671161735594292,0.09308357348703171,False,0.4765471755244856,117.52726768861768,804.8244672361493,18,1.0,1.0,1216000.0,701800.0,0.5771381578947369,0.15726487940699266,True,5500000.0,9.699399671052634,13.405674342105264,21.29136513157895,75.60102062619262,2.7411542562708213,True,False,True,False,False,unchecked,unchecked
BAJAJ-AUTO,M&M,optics-11,7.940580778131541,-0.3724207406657889,12.19909615181672,0.8198012440553637,0.0792507204610951,False,0.47732145207562593,32.60200824531345,757.4991317763905,17,1.0,1.0,893250.0,666800.0,-0.7464875454799889,1.004419904609685,True,1400000.0,10.740898404701932,14.845144136579906,23.577581863979848,64.25587968659703,2.733835055530326,True,False,True,False,False,unchecked,unchecked
ADANIENT,ADANIGREEN,optics-17,4.429799584019998,0.7402552430616924,2.602769536325907,0.6634243122763385,0.06253602305475506,False,0.4428944877878028,25.012215691485633,527.8777975585122,22,1.0,1.0,979066.5,786600.0,0.8034183582014092,0.08532613005005457,True,100000.0,11.091022902938667,15.329056044711978,24.346147835719023,43.36437954131253,2.7333617968420487,True,False,True,True,False,unchecked,unchecked
